,review_id,order_id,enreview,delivery,product,service,delivery_sent,product_sent,service_sent
46,ce87bdee1cedddc6bb045ccc39deb75f,ba3f824b4ebed08a7a4bf92937017703,excellent delivery mt before the expect deadline,1,0,0,1,0,0
47,bc677973a1a1fd195ad1a9c6a912c31b,20d82c386747fe65c4190d75f15c9a6d,I purchase two black ink cartridge and despite receive they on time I do not receive a physical invoice or an email with the invoice I will try to contact they again,0,0,1,0,0,1
48,82628b5acdbf44f069d2f60f6410df10,688e9b5d6542594aa59ed0fad8be557f,I do not receive it the delivery deadline have already expire and the store be not say anything,1,0,1,1,0,1
49,34da88737ee5e9bfdbb66b25fd897ba1,d28a7e04bda001c57d07c08a2f5316e6,I buy wrong and mess up great site for shopping but the post sale accessory service exchange guidance regret do not work,0,1,1,0,-1,-1
50,9197a56cc2b11d297d09c80ea92854a1,aeb42a43f79770a6814d16704d4e1f58,my first purchase at stark love it I receive exactly what I have envision and before the expect deadline I recommend,1,1,1,1,1,1
51,f451d5df774a49807c74e5ea311c7b45,a20244bef3bafb6f4d37e3603539336d,we be wait for our delivery of the product,1,1,0,1,1,0
52,d757bfcb362e334c464c87b63d77b909,573a63f55da869597574d6ce4e1719a3,I receive a confirmation email for a product that have not be deliver yet out of the various recent purchase I make with stark this be the only product that have not be deliver,1,0,1,1,0,1
53,594129b09dc5cc6caa2defdf59cb3600,f060da7770c69e820eb3a1765915c4b2,the product be deliver on time but they do not update the tracking it show that it be in the same place for day and the post office do not even know when it could be deliver,1,0,0,1,0,0
54,021515f18c9300381946cb7254e5eb9f,10d6e6ff69ff215144be63f043568409,satisfeito translate to satisfied the complete sentence be satisfied the product arrive on time and everything go well,1,1,1,1,1,1
55,3dc307785b5f57c2c873d306badf8365,a8f412e6559ed350a64d8b9f2ecbcc84,var grande recomendo translate to large pole I recommend,0,0,0,0,0,0
56,ee62a757b5b0abc77d6f1ea3f2cb6456,57d81bf4762c3335d0c6f021fe001856,translation I highly recommend it excellent,0,1,1,0,1,1
57,86ecdb1c61cc0479ca3150564e0d811f,ed3b18e876bbc16bfe330cd934aa0f68,it have be a month since I buy it and I have not yet receive all the merchandise I buy,0,0,0,0,0,0
58,ef9567ebe6a7683e169eac2f6eb747a0,928186dcfbb7994142aaebad08b3bd90,excellent product I recommend it,0,1,0,0,1,0
59,a735f5195909fafb92f44da0b287301c,637143b11a1b8c86d9e349f19ee9a1f5,I be very satisfied with the speed at which the product arrive well before the expect date,1,0,0,1,0,0
60,b703764760e6e5d534a8940a12fca101,2b49d60af10ea7e2443376987ec8a184,I only buy one cover but I pay for three more than reais for one cover,0,0,0,0,0,0
61,d86d3acb3495fb570f60392f6426569f,637829c452a59980120d8015af137b78,great great purchase arrive much early than expect thank you,1,1,1,1,1,1
62,123677b9b5cf02b90443c0f40ca276bc,e3650ea29ce4ca131ce317a0f291fd56,great product it arrive quickly and in perfect condition,1,1,1,1,1,1
63,6ff0c3b38706728bce8d7f1390fba9be,010efe60bdadc9261d1902f3c1dda5f3,I recommend the product it meet my expectation I recommend it to those interested,0,1,0,0,1,0
64,ac47ca7efd8af43516a05cf45e1f8503,0fb5c1eed567a130668d5f2797413053,the cover do not have finish it seem like the sewing be not complete the product do not have lannister quality,0,1,0,0,1,0
65,0eb7bacd568d3780f88cb7ca583ccf84,ee853ac1586ba81c396f4612daa1553f,the photo show one thing the product be another the scissor be of a different model from the one in the purchase photo,0,0,0,0,0,0
66,f67200897bebcf89fd62b89e12fc0ba8,104d88e666e2ec697eee4ce419862e5a,I receive the wrong product I receive a product from the same brand but inferior to what I have purchase without any warning from the supplier,0,0,1,0,0,-1
67,828b5efb6c4933de4cc778e3f79a2c32,68ba2f5321a125f8524a6e7b2fcbfd94,do I not receive the set of grocery be they prepare for shipment,1,0,0,-1,0,0
68,58a14062f8158244451a2088db4a7457,18bafb91a9e78b83e54eb5aa495a955f,excellent product it meet my expectation,0,1,0,0,1,0
69,d6ff3f35e294cc7302dfab11273140b8,503e8daafed23dbae78ff210f2d41f0f,product do not work the product be not function properly,0,1,0,0,-1,0
70,b499a994402a4b0bf9100b41f3577f25,55f305618744bee9d9287fa844807280,excellent purchase make successfully I be satisfied I receive the product much early than expect and it be exactly what be advertise congratulation until the next purchase,1,1,1,1,1,1
71,adeb4cd136b9f49ba7f7e037ad87cf99,c260d944a07210c4fabf8b7d67ac8d6f,I highly recommend it wonderful product great quality,0,1,0,0,1,0
72,a4187edd87df4e41ee954b335e82bac9,6291632d14ae01709d25b7f6cf2f46d7,excellent great product and delivery be before the deadline,1,1,1,1,1,1
73,90f5c4c558b62c38cec72f7160fbae3f,a1ca351ecfd6a7962ae956aeb0c9f96c,good price and speed,1,1,1,1,1,1
74,7060e438071d6d92247cacb6f49ab033,05093c063b3e4c3b5f4ef831d7da7fd5,success,0,0,1,0,0,1
75,89cc371aa84d2f8b0a0ca02a9fec8d45,81c53fd7fc60655da24e455974b880ce,regret I should not have buy it,0,1,0,0,-1,0
76,4742655b1e39dd8f4ae75fa947d35bb0,0a8f35ef46160ef897c27ba8c423d823,where be my tap,0,0,0,0,0,0
77,38320251939be57c87237e3fe93a7552,2fa74b22c65ece27ba1edf1f40354e19,I highly recommend it,0,0,1,0,0,1
78,d343742a16c659fc71d75a9bc0cef406,9d22a4e7760c64525433b46cd0cefe47,I do not receive the product it s a shame to buy a product and not receive it,0,0,0,0,0,0
79,2e889d1c3ef089bdf849c833669f2f04,ab1a70d5cd14419a6f2c2aca5ee8a79b,chair have not arrive I purchase three item however the chair have not be deliver to this day I be wait for an urgent update on the situation,1,0,1,1,0,-1
80,aea672ac00b54c5ebbc7cb3344189ccf,07d395244b58ce72bbecdafbb1b60ace,wrong product I buy a product and another one come I return the product,0,0,0,0,0,0
81,f83371cb454015c8064bb99b6dfd87d6,88b36969638ed8c7af9be0f985d142d1,I do not receive the product the status be set to receive on october th I be await a response,1,0,0,1,0,0
82,85ce1747a7881af3baba780c7225a772,945974d480bc501f2da3b39ec23fa369,great seller great product super fast delivery,1,1,1,1,1,1
83,2cecb6c443f90194bce6320a0665eb6d,7c37927fa7676a5dc4dafc75d15d6bdc,this sticker tear apart completely when I try to stick it to the wall it be frustrating it be super difficult to remove from the paper and when I finally do it tore and crumple the end result be that it go in the trash my money be waste,0,1,0,0,1,0
84,95d4ae0dfeec1052d27ebca0d97c94dc,2b5d3344cbf347b2aa5bc40c5deb3de6,everything go as expect I highly recommend to all customer of lannister com with all my strength,0,0,1,0,0,1
85,945d211fa108e0d6a0ed9ff283e2fd10,79ba9ff956399f8ca9eaa802139851fd,my husband love it it meet all his need,0,1,0,0,1,0
86,e756e7d72459f513ac8cbf720f1e56cb,818b0cfed13b2b6712926e620e37ec60,great product of high quality and very nice highly recommend,0,1,0,0,1,0
87,cf459b97007da6a2740414e1a5e50a0e,1a8c121e292cdf1a297a0bfb45858d3a,terrible store it take too long to arrive and they send the wrong product and wrong quantity I m sorry but this store only make mistake I contact you and ask for my money back and I want to return the product,0,0,1,0,0,1
88,4de1dafec811b664ac863178f2240237,b0f00a17e5b2e5ced966e961281b123e,extremely fast and efficient,1,1,1,1,1,1
89,6d7d0a5e33c92adf782b137720eeefa6,d9aefa5d4ccd369c783f5121e069a470,weak product as for the website I have nothing to question they always fulfill the agreement I always recommend but the product be weak,0,1,0,0,-1,0
90,76e630724cafd973527d83e09c2755d2,f351ab7501d0f1d1874843df793c2fa6,I do not receive it and I do not have any information if it will be cancel or deliver,1,0,1,-1,0,-1
91,5ea55dd7db5133e78e4b0aa6a2cf19d2,b8e9df924b8a1dca22c4920e9d6b33bc,it arrive before the deadline good quality just the way I expect satisfied,1,1,0,1,1,0
92,7d9de731a6322fddaffbb1626413466a,85dbef7e8d4c780110b5900a73b43556,the deadline for product delivery be march st today be march th and it still have not arrive I have already send a message to the company to find out what be go on but they have not respond I do not recommend,1,0,0,1,0,0
93,4f4e104b6dab11686bc78cbda3c35ed0,f3d1138add2934e968eaa91ce26da835,excellent in addition to be very organized since the issuance of the invoice the product be deliver without any damage,1,1,1,-1,-1,-1
94,1fde0ec1f083fb2a27629ddc8b47473f,1e69dcdcbc094d39d6ba64248af906fb,the purchase arrive very quickly,0,0,0,0,0,0
95,c4fd6bbeb69f07d7a6fd51f499cf3e1d,5fa07dc6decfe46fc927c21aa315c87c,I receive the product within the deadline and as expect,0,0,0,0,0,0
96,ed3188ebfdc942aca4579497c71309d7,93ce5dbe519fd117a153211be6475a39,the product arrive at my residence completely break and I have not be able to exchange it yet it s a lack of respect,0,1,0,0,-1,0
97,4cf7147b4540d0a2727aa981b142381b,a91719c33cb682b0e23e021e99e98c94,it arrive before the deadline thank you very much,0,0,0,0,0,0
98,e9d41534bfd2a7d2c64add92b58fce8d,79b7b2178c759fa227cafb377193cd83,I receive two charger however with different reference the model cdq be correct and the other one that I give as a gift do not work,0,0,0,0,0,0
99,54adef4b14a94b081b5b5e0606bee348,00ec95a58b63378d4cc06d196cdefdf6,I have cancel the purchase but they still deliver it to I,1,0,1,1,0,1
100,5bc9dc407453b72d2ed022e4105a9197,636cdd02667dc8d76d9296bf20a6890a,neither targaryen nor stark intermediary answer or give any satisfaction for the product I pay for in cash delivery deadline product be pay for almost month ago,1,0,0,1,0,0
101,e25fd95ebfd0f1e20bc5fd151efa6654,a4a234174a4aa5d0d13f339d9308c4ec,great store the lamp be beautiful arrive very well package and well before the expect deadline,1,1,0,1,1,0
102,0aebc1159163dc0a43bcba90274e30aa,9c7b78b186d8f105e716025272a904b4,I always like to buy at lannist,0,0,1,0,0,1
103,005554efe7c593653eef91c1c8b1ff86,894f6e0db677f7c543348befc4ecc7da,I be like the product I would like to buy other product like or and pay only one shipping fee would not that be fair just a suggestion,1,1,0,1,1,0
104,0c8e680fe7e5aa70aa7ef908d3281aac,5531c5191d84b148fedae149af1971ad,fast delivery and I recommend to everyone you can buy with confidence,1,0,1,1,0,1
105,f677a419ee4910ae12bf8cb73dc0d332,7368e14d8b9e7b886e433697b89e937c,the cable and manual be miss,0,0,1,0,0,-1
106,a63fa2e52bfbe5028f488ce655e553ca,ced1ad511f0040ea9b8eb5008d7d1344,the curtain be perfect exactly as I want light fabric I recommend not to mention it arrive in two day,1,1,0,1,1,0
107,d1a3e57d568cf208eddcf9046a132623,8f2f6732a3a5fae797b581713dd07bc9,I receive the product much before the deadline well pack and the tracking be perfect excellent,1,0,0,1,0,0
108,b0f9a68177c8390ca39707a56e998772,774847476ad545e9bcb605a75dd40de6,excellent purchase quality product and fast delivery I recommend,1,1,1,1,1,1
109,3ac6fc02989c34c21a2483b6881767df,f854f7c57d83d7b4f97a9d5cfcd3ebbc,everything as expect and very fast delivery well before the deadline,1,0,1,1,0,1
110,c876f1572e46dd8d85fa95bce0a5bed4,dc8e3dc6a8e29fdc96bb539516a4a175,the product show clear sign of use with some part wear out it be definitely not new,0,1,0,0,1,0
111,f2dc23c2e4b2a2f7db280c9775712536,11c282981ca238ce75b48aa5a75bdeea,for what I need this product meet my need good price,0,1,0,0,1,0
112,390c78a5aa8b87a0e74a827fd5736078,1db6b3e51590f33eb7c5f063687a8f2d,my complaint be that the product arrive with a defect,0,1,0,0,-1,0
113,fc5c31764fc9ebd841881d9801043e7e,8ba268235fbb748f118500dc2f8f9781,we buy a custom make super king size but it be deliver as a small king size the person we give it to do not want to exchange the product,1,1,0,1,1,0
114,e1e9755ce1f12f5a2e2c86b2c2c63dc4,c9bfa5aa446a8a2e13124ddcff398657,I receive it on time and as I want I recommend the product and the store,0,1,1,0,1,1
115,efeccb75de3e9594af32083bbc3bc827,2a18b3d0f12775db98aeb028d0e388da,the product be wonderful but for the quantity it be not worth it,0,1,0,0,1,0
116,0e07972349d15f59bef7ae1e38a4ba22,3c33046864727b932e3c4087844f091c,fast delivery but I order unit and receive only unit I contact lannister and the problem be solve without any major issue,1,1,0,1,-1,0
117,08a1b9ab2c8ef32b5771b6f3f0ce3678,0ac372f92fbec55ca27ef4fa99a6a13a,I will make new order,0,0,0,0,0,0
118,f676b4a89abc42681e4cd67dfb2621d5,637617b3ffe9e2f7a2411243829226d0,good very good quality product,0,1,0,0,1,0
119,fff499b80f66e1c189eab15613fc7bf6,8a723730400b508cbf47fbef4a76ec8e,very good hair be smooth,0,0,0,0,0,0
120,e0ac5567e8dd7883ba9cd748eec692b3,31626e2772bff2ffd92d111582296642,great highly recommend super fast delivery,1,0,0,1,0,0
121,7945870a59146fcc70a0c45dc931fbab,cfd355e6233b9854f7decc72472f9c3e,the hole on the cover for connect the mm cable and microphone do not match the cell phone,0,1,0,0,1,0
122,ed4193f666d0d0363de63acca6d5ae0f,7d1368ef7cac9199c5f7372a8e356651,I have not receive my merchandise yet the deadline have pas and I have not receive it,0,0,1,0,0,1
123,3310345582c65826f31d3c331aab7a11,f3a9533be7d4d89807905327d3d9a90f,critique the towel be rough and thin beautiful deceptive advertising,0,1,0,0,1,0
124,3c816cad8d7d6cab27026b50b3ab3204,303cefa0f5b9ed6af793756df252eff5,I love the product,0,1,0,0,1,0
125,2f82f651217a22ff36a4912e492b8e85,7b5781a478434239a4f7a1d32292b159,the backpack be good for the price,0,1,0,0,1,0
126,fda600b5a2e7e4572a45658343130e8a,9b7a83861460257909d451bdab55a720,the product arrive before the deadline and exactly as I expect I recommend,1,0,0,1,0,0
127,d55c91377456654f612ccac8d565adda,294fd0f1d32fff9fcd8195f1d778d192,excellent I m very satisfied congratulation,0,1,1,0,1,1
128,e0d45295ba3e8bf652fecec118af4fde,767f00750341a13761a30bb3d0447229,the product work well the button be a bit hard delivery take a while due to the end of the year but I have already buy other product and the delivery quality be good,1,1,0,1,1,0
129,c8fd9bc725523db8edc6028bfc48d0f8,926282951ac5113c0a44287b4a30d5bf,very good service fast and accurate,0,1,1,0,1,1
130,9f36a3c529f6af1cbb3965487ac85c7b,9797613eed6fac4314c4d5c9132c7ff4,I have some doubt because this purchase arrive on time but there be an old one that have not yet arrive so I can not evaluate it very well yet,1,0,0,1,0,0
131,d765064065d3c324c90f7e24ed6e0d12,ec082d3ffd103096f9274b6247217ff9,incomplete delivery I buy item a sleeping net and a table with child s chair I only receive the net,1,1,0,-1,1,0
132,970d116dff1c32cf15efb6cc4b92dcc7,d67fdefdd78c824692a1f0cab56e71c5,the pendant be beautiful bright red just like in the photo but the aluminum be very thin and fragile if I have see the material before I probably would not have choose it,0,1,0,0,1,0
133,d93fca76c7c43c1e8dfb767524c6e75f,6942ea6db4b222852aa2e7efcf95bc06,I have not receive the product due to the fire at the postal office in indaiatuba so paulo,1,0,0,-1,0,0
134,09bbc18c80da90518df66e2b67d5cd4c,90168dcfab7b04546b03342f246250e0,the product be bad I do not expect the watch to be like this I expect the watch to have an open screen not a closed one the lead be very weak not as visible as in the picture I hate the watch,0,1,0,0,-1,0
135,74e1476df692cc9ac641846c13d81af6,be7a9c3e520e513bf7de720ea2d85463,I indicate correct product of quality and ship well before the deadline I recommend,0,0,0,0,0,0
136,bf57688bdabcbd44087aadfc2af13b06,3668a28064ef9032629644a5a53e0bf9,I do not recommend I buy one model of watch and another totally different one come,0,0,0,0,0,0
137,ab47c26aa90c1758134c77bebe6cdef1,cf82b80e79a66336306b0c6c151f64ef,I do not recommend I have not receive the product yet,0,0,0,0,0,0
138,3aa725d1ae40668294f8a90e9623721b,0b29af0ace8656af84d2a20b635e697b,delivery make on time,1,0,0,1,0,0
139,b0900f625c78268dcbd100da0594b60b,a7982d7c8e5f1fde0c06a1e958487a19,they deliver a shaker different from the advertisement all dirty and dusty and it leak a lot of whey during mix,0,1,0,0,-1,0
140,6b15d200f47b4e13b03d237fd0b1894e,b78daf077b6b98f10302642e4c657877,I like the product it arrive on time the seller be to be congratulate,0,1,1,0,1,1
141,7609c5ab68a348bd3f3cc7b72036dd6f,b72bbd4502484b848fd005ad2511a685,fast delivery and the product be as expect I recommend,1,1,0,1,1,0
142,a8fadf675415935a325cafd820a4c58c,3598211db755ee86a39eb09bbb4d4365,the cookware set be beautiful and very good only one of the fry pan release some paint dot but the rest be perfect,0,1,0,0,1,0
143,13da34a551d32ad02b4f7ff53a0cc500,8a1afda75a802a8a5dd950aa81756f49,I love my product everything be in order and on time,0,1,1,0,1,1
144,2b76a807f1a34d80148fa3c5bc4ca71c,1e2b316a698bd9c867c536b99355d37d,I do not receive the product,0,0,0,0,0,0
145,b68c110f3707f1ea81421b8136153a13,fd5b9b48b02b126417d2c44352c783bb,perfect fast delivery and great product,1,1,0,1,1,0
146,3c293278ce3834899089bab430de46a8,1a945a3b76b7ad9955320a6a9000b567,the product arrive within the deadline but the website take a while to update the progress of the purchase,1,0,0,1,0,0
147,19bede7c5c1b2ef2b85f4ba698c1cf54,bd50a7fe9fd97ea4b7663031a319e150,I receive before the deadline everything arrive correctly excellent storekeeper quality product,1,1,1,1,1,1
148,e88b602ca3160acddcd03ea4179a95bc,4387477eec4b3c89b39f3f454940d059,calm it arrive one day after the deadline but in perfect condition,1,0,1,1,0,1
149,ec22261713cce1e1c68e0c3c24fc0481,34e28e181f142ed3b17dc370a9c22d70,we find the material to be sincere for the cost of the product my wife find the backpack itself to be small it would be nice to have more picture and reference to compare the size overall we be satisfied,0,1,0,0,1,0
150,249d045d886b7700fb5b25db05d92dee,be70a6a2c7e50ca21ec40bbacd429e5c,I make a purchase in one order for a tv and an hdmi cable and they come separately in the delivery the tv arrive first and the cable after day it do not help that I buy they together,1,0,0,1,0,0
151,22df57dcea83610969dad119a8f39838,4862027da7986ac571a0bd91458ec358,I like to shop at this store I would recommend it I be always well attend,0,0,0,0,0,0
152,7a71d6106c7a3c1822ee0faf986e6869,6d6c3ad8291ffb9fd855faa127500137,I can not recommend it yet since I have not receive the product yet,0,0,0,0,0,0
153,d1a3c792708b0c37b202878afad7c4d0,9c7786ec8d2394cbee42bba833f7c537,excellent seller and product,0,1,1,0,1,1
154,4e58994a5fac8d55a82471641d34433c,67fc16d6dc881afa68e40df4c30d510a,delivery and great product,1,1,1,1,1,1
155,4548534449b1f572e357211b90724f1b,cfdfd7862e532c4ec1ed1c6a1b56d320,I want to return the product I buy one and another come I want my money back,0,1,0,0,1,0
156,1948b6e258774c3447aa22b55460c9f7,c53b2f33c8e307e7253650b9dc6cadd1,the deadline have already expire,0,0,0,0,0,0
157,586ec0bee6a1613b9f65e49ac31c7976,d6912f804ef9076f6172f0eee4207749,muito bom eu recomendo translate to very good I recommend in english,0,1,1,0,1,1
158,07b48dbc11677f5021dbefcaba550ed2,0527142b56f235b4936a8573f33b020b,the product arrive well before the stipulate deadline I love the service highly recommend,1,1,0,1,1,0
159,d7f44cb19d8bc7d53076c75b4e9633a9,a6da74b3d9ae7e102985630416034486,there should be an option for fast delivery obviously with the equivalent cost for case where receive the product urgently be necessary,1,1,0,1,1,0
160,b743c304432494c0599e5992c6c70a73,c0c6ffffde824ef615117d191bb55aea,product of extremely poor quality for the price completely flimsy and with extremely fragile and poor quality part totally dissatisfied with the product I request cancellation and return,0,1,1,0,1,-1
161,937e357a8bb6dbf45aabfb208b79fbce,96acc057158c055d3508b8379df12cea,everything be perfect very fast and great product,0,1,1,0,1,1
162,f1e562f7e40c35f5cf2fb8fee052d4a5,a900c7725ebcac4b0f0ec847dc715396,very good order deliver before the deadline and well present packaging,1,0,1,1,0,1
163,5e717890c4ee945489825ba71f20ea33,eec03c88b33036c654afd8c6dcefd225,I recommend this seller fast and great packaging,1,1,1,1,1,1
164,60287566381d92821c7beee135ffacf2,f40f7c7b33563806cf705cb088c2cbd3,I always buy I never have a problem the shirt buy receive and return be three machine I be currently choose other to use the voucher,0,1,0,0,1,0
165,a6d720c6445ea8f0a059c56c6752ff23,64f65d9b37717ef40554badd2b22d6f8,I recommend fast delivery good product,1,1,0,1,1,0
166,6acda355e87dd40003b93d423e9febf0,deb8ce115f74e504ae38e7db9bdd42e6,recommend the delivery time be a bit long but it be deliver within the agree deadline,1,0,0,1,0,0
167,e8e34123debd437f2fd6147ddac854e3,31a10d7f77b91046e15fcb519bad27e1,very fast and efficient the store be very fast in shipping I receive everything correctly and efficiently thankful,1,0,0,1,0,0
168,1f997992c19d44fe5049ec91f13ccd34,4082016610cd8b53add011fe068c04b3,the product take too long to arrive,1,1,0,1,1,0
169,55a03dbbc4a22745d8879f0fb579e28b,77b8e495f75bbdf52e3a29bc46188eef,there be no product they refund I without any problem,0,1,0,0,-1,0
