product_id,score,sentiment
8dc41bbd4f596aff149d8aa3e29521e7,6,positive
5907ee011dfad4ad998e382fe4df3d14,6,positive
a2e2851eae0aebb8ee4df32348b42e2b,6,positive
39d5577b413907bf3a1d2f9ab9510863,6,positive
174bd46514622ad40ab32df5c832aaf3,6,positive
43840498716c5a01802df8992c619267,6,positive
3aa071139cb16b67ca9e5dea641aaa2f,6,positive
84f7fd2c1044599c234663aee75a2fcd,6,positive
3aa038240692a414f33eaf1d12a44ed1,6,positive
2504bf725d7aa06820b73b85c5ca6653,6,positive
e12b3c9c9c2dd369393d99e021901220,6,positive
759329d7653fd0c9a2b00d60aa8dd047,6,positive
da3d93a1cb86a9e0369c04900f413a5d,6,positive
5c9d7078a9ba9cfd2f39725146e15678,6,positive
537ac9105a4aeb58599b4e4581fe8f04,6,positive
9b89ab91efbb4750c39864ed0262711f,6,positive
5c551c8375040d684180cc1a549f7714,6,positive
2362291929f77eccf5f5cb26029dcf90,6,positive
d6230529fca40334f2dfb8bd8e7759ea,6,positive
1760fb3ce37cf7ee460a11149785e370,6,positive
cf1c83c0097bce11c715b94f292769b5,6,positive
3b31b57a9cdf87158977c3188a8dfa5a,6,positive
d65a890d49d3bb0209e3e727b1830cf0,6,positive
79535f801c489bd33483bf6d67da9a86,6,positive
a61e6f38c9e407c7d764ea09d34b0a76,6,positive
cd71c76f5ab15f51f24fb214fc42d8ab,6,positive
991dc21288b4d582f86f85f7af02aba5,6,positive
ee33a2ccba10e33e8184c1b7be9ecf7d,6,positive
f08d78a6e7eecc6f3f51fad33ce7be1b,6,positive
9a6ff23254c73d6c6e1f630d220fec9f,6,positive
c2df3d01bc5d236c85400b0d432bf97b,6,positive
51ff363ff8346f0fb99858f2c0954231,6,positive
c9058c144a2fef1c5b35f319457f6083,6,positive
2145a2868aaca837f92fd4bf1b6db163,6,positive
3b09eb8e2d6bb856f77327ebf539e959,6,positive
5291f2fd6367110ed90adc7a8da2f261,6,positive
8d024e70a7e9e92b8851684d047a7021,6,positive
bf40a2c68f58ee4873b0a79084030073,6,positive
c8666b79d968dd8ed08d31e4fc58fb93,6,positive
aaa391b7c35a628a6318851e8e933e0b,6,positive
8eddc081294df4f0672aedec8a5b249c,6,positive
e41879396cfe504fa2e6951eb7e5a76c,6,positive
c656d2d3950c3165ec6574f3f6b9353e,6,positive
c76c1b0e1674ff2956b943232d0ae202,6,positive
775917a2882dceb1d02aaa6b1abc1b24,6,positive
1a7cffdce32ea72085aa94c27b19d01a,6,positive
dfa872802d781798321a10f1ddadea82,6,positive
832755a0ea738bb04907c1558ef43e40,6,positive
d6d759f5b4285a0cc72404efa8c19632,6,positive
e9de4d4332d0f60d443dadf3171ad6d4,6,positive
bac155b95a240e42f840f622bde271d1,6,positive
3e6185f70df5a257fee1631488ba93d5,6,positive
585e7f7e97e55cb9e74556236b43b0be,6,positive
49feeab25d6531f4bbd4e9e7c926cf36,6,positive
aaac8216e02ae792b8d28c6bead83ee6,6,positive
ba18adc40ca44b32fa25f2dd031e1d6c,6,positive
6b017e0d95d8765a6f2bed3bc272c61e,6,positive
0c98a3d692d019586b9c9645334924e6,6,positive
d73f1e4ad0322d8442fc9591505381aa,6,positive
b694ddbde0943a2ebcaa7bb2777dbf4b,6,positive
9116d72465bec45e9931216018aa5b2d,6,positive
e8e86cbab028363545a5bf0ca5e226ee,6,positive
89005f5c60b53829a9a617fe5e292221,6,positive
6b6b162b177d0f36987993aecbe1c65f,6,['neutral' 'positive']
0c2ec8ad337c82681af769354356e4c2,6,positive
a04cf12934a318be6550b1aeab938bf2,6,positive
3ee348fbc4378a65116322ca7fe06729,6,positive
b5f7245e14a8a3d52f0a6e468971e6d9,6,positive
70825a84db489dd1ab3f3cd35bb67604,6,positive
ab8ba49579d5b0173f85517ce22968c6,6,positive
1a3ed2c0aa5c7beccd817b6b71282e99,6,positive
680ca98a72aa9722523fa2006f858f77,6,positive
4e4533c3f5832b58737e5a6229fe39f5,6,positive
e801441171ec3eaf3bbb86d6ba6fc9af,6,positive
d3f4f3de0f4576184674937d1e9cecca,6,positive
4e80e5fbd1f7a5e67501d0e1573abf98,6,positive
3d6a21fcd60617f9f10afd601e588d04,6,positive
e806a78165ce0f336140978e90640d27,6,positive
2c65cb7e002dd5aa378a903a98272c29,6,positive
f158c89259d05ad3364be59f73e753c3,6,positive
7f44ab248492a301a87d8966739d8796,6,positive
170b033abb14ccc92a21b95dba58fa90,5.8,positive
c12b64bf0861a27e0f06c36ef82f457d,5.666666667,positive
5f2924ba89d5561b2b24067e375b212d,5.5,positive
f99af3a3d10f7a52df7eb10abd1b72be,5.5,positive
03fed41c5e9067007d852ff83d602753,5.5,positive
098c8d862a494bb5926e558a87687768,5.5,positive
6c04a068e5ab37749c980c42a036b9e3,5.5,positive
71bd788b998b8394fa883c302c04b08c,5.5,positive
c7e02747ef9366a4fb7f4ac4fd261c36,5.5,positive
3dabf82e264128dda5088dc804e09cc8,5.5,positive
4f9a85a01a3a49b2760aed83cf3d78e1,5.5,positive
01ef0716b68c8493434ad32430c24e18,5.333333333,positive
254689a977285f8dd17c32b30870e933,5.333333333,positive
d9cbadc2f61272c79987920607db84f1,5.333333333,positive
1486ffdf6241755c77f5345b01232361,5.333333333,positive
9defbbbbd3c270b0c41dfcbf70582147,5.333333333,positive
2d7ec74c6f93ad8234f2e29817b2827b,5.25,positive
6e1b14d3cbb5fb3a2c00351007127dfd,5.153846154,positive
7ac5f520abfc0589418bc7c76cea7a7c,5.142857143,positive
87aa68bb4f8c5d53b7a6a496ce10d86c,5,positive
1fd68fefef8ff576fc3fac7db97f67f1,5,positive
424f4447cd353ab72ef3675274617751,5,positive
3a8023f6ae79b6b7da36d630f2ee1658,5,positive
9d395a6bc9dbad2dfe60c8c92d8df397,5,['neutral' 'positive']
3eb3d01a76a4cbaff641de8a47e4ebec,5,positive
89fe9f3c22efcfa4bd05c0cf71c70a18,5,positive
c49bb7184818a1945f531caf0ab8c27c,5,positive
8bfd18c7b7358231b2a3f9ae98eed105,5,positive
3a4dfe5f744b6f8727a27241cf1d97bc,5,positive
3d3c4219b64b1a968490e7bdfa43bf1f,5,positive
a067f34727f55a883d84f5b3a5c72255,5,positive
3d75be4f65e922627a4f73dc2cf9898c,5,positive
8bb7efbc6db04c5cc5380921bc722d7d,5,positive
d7db906531fe298de06721345a86828e,5,positive
56a5da29b4975931b470aa9d61ced8d3,5,positive
cb035acb0af5f79c8ebad476b968574a,5,positive
e35f45a92b1a28c527d6e9edfec12af9,5,positive
5773723f7819ffb88c5c758f8f8c183c,5,positive
cb2047bfd317b05f62cf761708397641,5,positive
e4643202d9053d132303d7927dc71f8e,5,positive
9e87e3ee09baee5f5c0513ff37bc60ab,5,positive
89411fc3098e56bb679697117c2055af,5,positive
5546b861464398b784d10d8894ac97b0,5,positive
9e61f47367a7a1d6cafa44817f88f8db,5,positive
3b402e910ac3b3271958456b36a7c7ac,5,positive
782447ddd6d2ba5b64cb23ef7a8db626,5,positive
9e18e70b32c00d98cc4cb4314dfef5dd,5,positive
1d722f14297e49c1db0545e1f7ec764f,5,positive
badbf5d003888b6338ea8774b4ac9717,5,positive
3fd97d8c7b16543086520039b5c7267a,5,positive
2132979d9b6f64e99b8c9bb4da4e0323,5,positive
9cc7982cbd4b6bd47802ac85347035dd,5,positive
78d7edf3fda961dc8ac6999761ba5b05,5,positive
1ffe0f57d9bad302d252f7df6d6d29fc,5,positive
55d3c0d8016d88527c993d62d989f19d,5,positive
bc048769f430e8e98c07bae3108a422c,5,positive
c3fb02b29695e526cd3988bdd55ba013,5,positive
f26e831dd6a085fbe6c442ba3efb970f,5,positive
c0a933a473d7482b1ae218c7f3a0c743,5,positive
c351fada6ffa67ee3876b1cc568a90b0,5,positive
3a135477bf41350a0b1d8afdf616d446,5,positive
93ff19f54af8a64683cfe497020c7e4f,5,positive
94080f9219044d897195e2be145945dc,5,positive
8058b0067728a211c68874081e7352d4,5,positive
9472a43e0457615f2742ac021d769197,5,positive
2ef3d8599453e1d96a0adc55fa90ba91,5,positive
949e2d53ce148a06e79f6dc7fdc2b045,5,positive
361b81e3cae3b21bd0119793c5399717,5,positive
94a6c010ef78e62cab34c6caf0a69b5f,5,positive
2e77ba2c0bbbfb6e03e988077395308e,5,positive
e80898f7fa43bab01ca59564aa5f1bb0,5,positive
363daaf7bd11e7d76a33134068e06985,5,positive
dd2ca29c9d0f93d3b1d28d7d7ee3025c,5,positive
bf937a731d01528bc2c8b11863de7586,5,positive
dd1247b741df1771259ee7beb0e4b8fc,5,positive
45a19bf9dddef525a5881b62c01f164c,5,positive
7e34dea6bf1b26c294d48bfc3fa41d9e,5,positive
968811b51a38b97a73d9fdf59face469,5,positive
7dfaf5d5673b7663f59e93262a2e393b,5,positive
e7e460583f2b78939dee0f8cd9a619ed,5,positive
e034c021254ff4d8da4e936e047967af,5,positive
4565bb5b964cc42b49780586560c98e0,5,positive
4c2da344ea77566a0d45390f5cbd78e8,5,positive
2fc7741cb6ea76e7164f448adc44652d,5,positive
f2f960ea3804c29b5e5834c34082a0f4,5,positive
e89d73f0944595de1d84663f975ae7b4,5,positive
32943921f52ed83f1af15db364dbcc2b,5,positive
4910917f05092f331bf3a477f791cc01,5,['neutral' 'positive']
32fe2e14dc21d43b5b9bf110de7d3a4a,5,positive
49484d56efdb9b218cbb9f96a117ffd2,5,positive
48e82f62f499350869ac7529efd9fcbd,5,positive
8229312bb3ac903dda978c5f6a7206bd,5,positive
33bdebc0eb4a1862d1c9a9c4dc9d3010,5,positive
49b59dec916cd9070cf9fb07dee32976,5,positive
e94d9f48ab491b190c0f0bdbd12830ae,5,positive
c06ec7b8d433a443d9350e3da23a4076,5,positive
ea73128566d1b082e5101ce46f8107c7,5,positive
81a7ce9e5b3c92b523c22a4d3d3e05f4,5,positive
81a3d1dc085d3226530f23cd4af5030b,5,positive
e9906cf475ca638edcb034d031364e1b,5,positive
47fe9ce1e411796d7fd0fe712100ecd8,5,positive
30e77af9e7759bbaa0305d2fbc605dc4,5,positive
e84d1a4a08db13e8dea6d400a1c6a3f0,5,positive
93709a210f8c878e1d9b12ff28580f2e,5,positive
8fc20e5093a3fce66e664f0f066e1a75,5,positive
c155c424ae428e87e3060b8cf9453d72,5,positive
8e26e1c242d575871d8074986b625bfa,5,positive
83a26c42a5f94b7456425cd0cd20daf8,5,positive
2b4662eb979b4254e70b334e76ba0470,5,positive
c90cf9075d7e8a5f4eca8b39763bf2e5,5,positive
440f5b159d6123c0f65eb1abb5373b99,5,positive
7b66b19cf13720604859bcd8c48c0dab,5,positive
5259e30bdbb70187894c62929b7f154e,5,positive
265f4031e6bbb8ee2c1590baca25c89f,5,positive
9a07babc9b1d5d84b1e2422f8b55fd42,5,positive
c5d5fed9e3002dc5313d874d7f9a0ff0,5,positive
39251fd407f6dc1db07c08f5786aee52,5,positive
258a6d1b2a8645981cf1f93803e5ae6a,5,positive
2584d5fa1ac792c8c26168eca51bb4d0,5,positive
7b0f65d848af0681e064d72f0d44e862,5,positive
27051f70cfcbd63fec388f34e1f0d2a2,5,positive
c312a691cf0af01311be9671eb161a0a,5,positive
53078c8d0c5db76c536e1d2244ac63e4,5,positive
42fe4aefc7e8a45dd96a59af81dd3fef,5,positive
9b239ddc71920a6c762514e65bd0b810,5,positive
ef6fb97da4e206dd38306ba55b9d5cbe,5,positive
39e3b9b12cd0bf8ee681bbc1c130feb5,5,positive
7a22c18ef5b314ac41161a5598c05352,5,positive
ef8c595d7bee1734828c0dde5ee24c93,5,positive
85df978207ed4024ea16570dbb64fd6e,5,positive
32b3bc24ea45a74dfa67d9cb1886a37e,5,positive
ed7c541aa5466333629b1e1b8cfc8087,5,positive
4ee931ba1980085a969d498d63e69f72,5,positive
50571d0f0f8ffbeec1c64cefeec01135,5,positive
bf06a69bb27c58156391de458700f3e7,5,positive
7d40b684cc830baa8f7760f6fb1528c0,5,positive
7cb009e2ae1cdf7d16e8fbf0255ba953,5,positive
83b7e1ec294af41b21657b105834c836,5,positive
44b3c2d28ae185727a80fc99e0d330ae,5,positive
5026f48060b51abce464cb03e1d92847,5,positive
ec7dad92a5f70cbc21297b16d7a2be96,5,positive
ec811f847a08d7ad8203b790a1db3070,5,positive
293ee8ac0a45f559cdeba37b938fdb66,5,positive
be958064244f19bf11ee270b2feca7a2,5,positive
be1be330cf34043d1c40d6114cbd11b5,5,positive
8d74ab7fa8889c222b25920a6ad9d7bb,5,positive
28ac89c113ac960ad954042de30dd52f,5,positive
28a4dc65b49348e9de7f1aa7bfbabfd8,5,positive
50a64d6b01398039142e3e0be6f2fca4,5,positive
83ef44e104d09603c783f1cc00cff82a,5,positive
7bc34251fed67b7d8a0251d7ad8eff3c,5,positive
be4cd8597e81008f1372c387f620e0a9,5,positive
ed46d1fbd7bf78ce79910c09fb892abb,5,positive
c2c503e76e239d461b3e92222f6b49c5,5,positive
51f3e4065d72846204cb4f46d8d241cf,5,positive
557484a8965bdc4e548658239f7663fd,5,positive
d309288ee9ab5d3d3326efb574f9b555,5,positive
ff7ac89ca5b77d0fb5f8a65262d73956,5,positive
5bf681c3d83a332fbb49765e3e572145,5,positive
b95179da85cd8482c7a347e9a0d08466,5,positive
fe7976532777922f0d60261e75f7ad36,5,positive
17636d19cec2b5a30a95e164fcd08325,5,positive
a339bbe3ca97f9ea3c3828f4e7de5309,5,positive
b8983274d38e4c05381bc3c80af2ad2e,5,positive
7151ca87e2fbec19cf45133a12e818c4,5,positive
aa39d59b0fe9c8b0162f5d855833c97d,5,positive
7124ca1f9c1598c0ad3166988e93d5c1,5,positive
d1802b79d2e79841cc2cadedd8d4e6a3,5,positive
03e7d29d9988a30815f1f20b6549881f,5,positive
0da904b76a8131e90eb8af2e4826ea59,5,positive
1002287b975c051e4f283579598cf6d2,5,positive
d0f60ef2a4823f57f00f1bd5cb463148,5,positive
fcd3383d6f4f1c10260d479342c4fd54,5,positive
5aee6406a4f4071df1f1bec3fa3dcfc6,5,positive
72bb19eb8886399d5a46785146792ba7,5,positive
63d91238d97cbb132fb0ebf97974c6d6,5,positive
d0f60a1e9932071f2a2baa5fc50f0a19,5,positive
cd6e125f1385d66bd4d682a54f64750d,5,positive
0cd1e5169a1ba33d42fc9f76345a4504,5,positive
f73be23829e192092569d5dda349f807,5,positive
10dfb99fdae9b721c39b7458564397f6,5,positive
18af17f3ce7321c209d5ce9932248c4e,5,positive
060f71666a632ac169814c0f1d715571,5,positive
ce130b350f529a1d6288f927da7404ea,5,positive
5a7832f159a53d0160326c22fe8e9e17,5,positive
68a806c992c807c249f0a433a4e9a1f4,5,positive
0c03a930e654a5f1ea08f95a5c67d076,5,positive
0eb3578b042833dd447798eeaffa44e8,5,positive
5c0826f946c32406d5baa79544668b4c,5,positive
fd925ce72399e23cbc5d75e224fc2b57,5,positive
15d46964df616d5206807cd84b95b73d,5,positive
5dfc84369c7457e1bd188be86a7563f0,5,positive
6cc9186dabae23739b55d97cc649c686,5,positive
cc3181a81384b6fc34602d49cb6068a6,5,positive
674882c56b0e1ef7ce973f10a6c02b1b,5,positive
697003a5ca90721f0b466f5ffb5d8fbb,5,positive
